,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
20718,tt1407055,movie,Violet Tendencies,Violet Tendencies,0,2010,99,"Comedy,Drama,Romance",6.2,608,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20719,tt14071150,movie,Flight,Flight,0,2021,116,"Action,Thriller",7.2,1081,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20720,tt14077696,movie,Maixabel,Maixabel,0,2021,115,Drama,7.6,530,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20721,tt1407927,movie,180° South,180° South,0,2010,85,"Documentary,Drama,Sport",7.6,3007,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20722,tt1407972,movie,Dream Home,Wai dor lei ah yat ho,0,2010,96,"Crime,Drama,Horror",6.6,5234,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20723,tt1408101,movie,Star Trek Into Darkness,Star Trek Into Darkness,0,2013,132,"Action,Adventure,Sci-Fi",7.7,473558,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20724,tt1408253,movie,Ride Along,Ride Along,0,2014,99,"Action,Comedy,Crime",6.2,109033,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20725,tt14087490,movie,Super Heroes: The Movie,Super Heroes: The Movie,0,2021,80,Romance,7.1,1229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20726,tt1408972,movie,Plan B,Plan B,0,2009,106,"Comedy,Drama,Romance",7.0,4214,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20727,tt1409024,movie,Men in Black 3,Men in Black 3,0,2012,106,"Action,Adventure,Comedy",6.8,348032,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20728,tt14091818,movie,Ajeeb Daastaans,Ajeeb Daastaans,0,2021,142,"Drama,Romance",6.7,5156,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20729,tt14095634,movie,Thaen,Thaen,0,2021,104,Drama,8.2,517,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20730,tt14097376,movie,Climax,Climax,0,2021,80,Thriller,7.8,2318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20731,tt1409836,movie,La matassa,La matassa,0,2009,98,"Comedy,Crime",6.3,1301,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20732,tt1410063,movie,The Flowers of War,Jin ling shi san chai,0,2011,146,"Drama,History,Romance",7.6,51487,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20733,tt1410252,movie,One-Zero,Wahed-Sefr,0,2009,105,Drama,6.3,524,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20734,tt1410261,movie,Symbol,Shinboru,0,2009,93,"Comedy,Fantasy,Mystery",7.1,3600,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20735,tt1410272,movie,Before Your Eyes,Min Dît,0,2009,102,Drama,7.3,1241,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20737,tt1410297,movie,The Well Beloved One,O Bem Amado,0,2010,107,Comedy,6.5,572,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20738,tt14111652,movie,Dad,Batya,0,2021,76,"Comedy,Drama",6.7,920,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20739,tt14111726,movie,Cabras da Peste,Cabras da Peste,0,2021,97,"Action,Comedy,Crime",6.2,1591,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20740,tt14111734,movie,Operation Varsity Blues,Operation Varsity Blues: The College Admissions Scandal,0,2021,100,"Crime,Documentary,Drama",7.0,7327,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20741,tt1411238,movie,No Strings Attached,No Strings Attached,0,2011,108,"Comedy,Romance",6.2,222155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20742,tt1411250,movie,Riddick,Riddick,0,2013,119,"Action,Sci-Fi,Thriller",6.4,160111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
20743,tt1411276,movie,Ice Castles,Ice Castles,0,2010,95,"Drama,Romance,Sport",6.3,2425,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
20744,tt1411697,movie,The Hangover Part II,The Hangover Part II,0,2011,102,Comedy,6.5,480116,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20746,tt1411956,movie,Sold,Sold,0,2014,94,Drama,7.1,1823,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20747,tt1412386,movie,The Best Exotic Marigold Hotel,The Best Exotic Marigold Hotel,0,2011,124,"Comedy,Drama,Romance",7.3,93100,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20748,tt1412442,movie,Beware the Gonzo,Beware the Gonzo,0,2010,94,"Comedy,Drama,Romance",6.3,1702,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20749,tt1413492,movie,12 Strong,12 Strong,0,2018,130,"Action,Drama,History",6.6,74414,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20750,tt1413493,movie,Making the Boys,Making the Boys,0,2011,90,"Biography,Documentary,Romance",7.7,689,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20751,tt1413496,movie,Revenge of the Electric Car,Revenge of the Electric Car,0,2011,90,Documentary,7.2,1839,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20752,tt14135136,movie,Lawyer Viswanath,Lawyer Viswanath,0,2021,132,"Comedy,Drama,Thriller",8.4,552,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20753,tt1413529,movie,Golden Slumber,Gôruden suranbâ,0,2010,139,"Action,Drama,Thriller",6.9,1201,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20754,tt14140954,movie,Mission Possible,Mission Possible,0,2021,105,"Action,Comedy,Crime",6.5,800,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20755,tt14142640,movie,Bannerghatta,Bannerghatta,0,2021,80,"Crime,Drama,Horror",6.7,611,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20756,tt14142644,movie,Dear Megha,Dear Megha,0,2021,121,Drama,8.7,560,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20757,tt1414378,movie,Tracker,Tracker,0,2010,102,"Action,Adventure,Drama",6.5,3915,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20758,tt1414518,movie,"Eureka Seven - good night, sleep tight, young lovers",Kôkyô shihen Eureka Sebun: Poketto ga niji de ippai,0,2009,110,"Action,Animation,Sci-Fi",6.5,716,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20759,tt1414827,movie,Instant Swamp,Insutanto numa,0,2009,120,Comedy,6.8,655,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20760,tt14149744,movie,Schwarze Adler,Schwarze Adler,0,2021,100,Documentary,7.8,522,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20761,tt1415228,movie,Solanin,Soranin,0,2010,126,Drama,7.0,762,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20762,tt14152756,movie,Seaspiracy,Seaspiracy,0,2021,89,"Adventure,Documentary",8.2,27477,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20763,tt1415290,movie,Son of Babylon,Syn Babilonu,0,2009,100,Drama,7.1,1400,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20764,tt14156154,movie,Chal Mera Putt 3,Chal Mera Putt 3,0,2021,130,Comedy,8.1,1515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20765,tt1416801,movie,Kill the Irishman,Kill the Irishman,0,2011,106,"Biography,Crime,Drama",7.1,47603,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20766,tt1417040,movie,An Ordinary Execution,Une exécution ordinaire,0,2010,105,"Drama,History",6.4,524,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20767,tt1417067,movie,Cirkus Columbia,Cirkus Columbia,0,2010,113,"Comedy,Drama,Romance",7.2,2555,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20768,tt1417075,movie,In Darkness,In Darkness,0,2011,145,"Drama,War",7.3,10448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20769,tt1417101,movie,The Book of Law,Ketabe ghanouin,0,2009,95,"Comedy,Drama,Romance",6.2,1815,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20770,tt1417299,movie,Unnaipol Oruvan,Unnaipol Oruvan,0,2009,106,"Action,Crime,Drama",8.0,5594,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20771,tt1417582,movie,Among Wolves,Entrelobos,0,2010,113,"Biography,Drama",6.7,1014,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20772,tt1417592,movie,Pearl Jam Twenty,Pearl Jam Twenty,0,2011,119,"Documentary,History,Music",8.3,7814,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
20773,tt1418646,movie,Beneath Hill 60,Beneath Hill 60,0,2010,122,"Drama,History,War",7.1,7950,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
20774,tt1418754,movie,John Doe: Vigilante,John Doe: Vigilante,0,2014,93,"Crime,Thriller",6.6,8439,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20775,tt1418760,movie,Tirza,Tirza,0,2010,100,Drama,6.4,1634,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20776,tt1419318,movie,Facing Ali,Facing Ali,0,2009,100,"Biography,Documentary,Sport",8.0,3511,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20777,tt1420543,movie,General Nil,General Nil,0,2009,125,"Biography,Drama,History",7.0,808,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20778,tt1421036,movie,Goa,Goa,0,2010,164,Comedy,6.6,1796,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20779,tt1421051,movie,Somewhere,Somewhere,0,2010,97,"Comedy,Drama",6.3,44268,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20780,tt1421361,movie,Dawg Fight,Dawg Fight,0,2015,109,Documentary,6.3,1741,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20781,tt14217100,movie,Ferry,Ferry,0,2021,106,"Action,Crime,Drama",7.0,9087,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20782,tt1422020,movie,Dog Pound,Dog Pound,0,2010,91,"Crime,Drama",7.0,11858,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20783,tt1422032,movie,Even the Rain,También la lluvia,0,2010,103,"Drama,History",7.4,13254,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20784,tt1422119,movie,Spring Fever,Chun feng chen zui de ye wan,0,2009,116,Drama,6.5,1237,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20785,tt1422122,movie,Tales from the Golden Age,Amintiri din epoca de aur,0,2009,155,"Comedy,History",7.8,5460,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20786,tt1422136,movie,A Lonely Place to Die,A Lonely Place to Die,0,2011,99,"Action,Adventure,Crime",6.2,28626,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20787,tt1422184,movie,10 to 11,11'e 10 kala,0,2009,110,Drama,7.2,2598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20788,tt1422651,movie,Gurren Lagann the Movie: The Lights in the Sky are Stars,Gekijô ban Tengen toppa guren ragan: Ragan hen,0,2009,126,"Action,Animation,Drama",8.1,965,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20789,tt1422811,movie,Ali'nin sekiz günü,Ali'nin sekiz günü,0,2009,107,Drama,6.3,1191,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20790,tt1422835,movie,Dilber's Eight Days,Dilber'in sekiz günü,0,2008,107,Drama,7.1,632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20791,tt1423592,movie,Kinatay,Kinatay,0,2009,105,"Crime,Drama,Horror",6.6,1445,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20792,tt14237398,movie,Tempt Raja,Tempt Raja,0,2021,108,Comedy,8.5,1522,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20793,tt1423894,movie,Barney's Version,Barney's Version,0,2010,134,"Comedy,Drama",7.3,24642,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20794,tt1423922,movie,De tu ventana a la mía,De tu ventana a la mía,0,2011,98,Drama,6.4,1091,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20795,tt1423927,movie,Sleeping in Honey,El Noom fi el Asal,0,1996,177,Drama,6.4,895,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20796,tt1423939,movie,Hassan wa Morcus,Hassan wa Morcus,0,2008,120,"Comedy,Drama",6.9,2842,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20797,tt1423953,movie,Liar Game: The Final Stage,Raiâ gêmu: Za fainaru sutêji,0,2010,133,"Drama,Thriller",6.9,1163,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20798,tt1423961,movie,Morgan Ahmed Morgan,Morgan Ahmed Morgan,0,2007,112,Comedy,6.3,2610,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20799,tt1424003,movie,The Infidel,The Infidel,0,2010,105,"Comedy,Drama",6.4,6569,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20800,tt1424327,movie,Eyes Wide Open,Einayim Petukhoth,0,2009,91,"Drama,Romance",7.3,6246,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20801,tt1424361,movie,To Die Like a Man,Morrer Como Um Homem,0,2009,134,"Drama,Music",6.4,1101,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20802,tt1424366,movie,Nymph,Nang mai,0,2009,109,"Drama,Fantasy",6.3,534,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20803,tt1424381,movie,Predators,Predators,0,2010,107,"Action,Adventure,Sci-Fi",6.4,219394,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20804,tt1424431,movie,Tsar,Tsar,0,2009,116,"Drama,History",6.8,2996,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20805,tt1424432,movie,Senna,Senna,0,2010,106,"Biography,Documentary,Sport",8.5,68065,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
20806,tt1424746,movie,That's It,Apenas o Fim,0,2008,80,"Comedy,Family,Romance",7.0,883,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20807,tt1424797,movie,I Killed My Mother,J'ai tué ma mère,0,2009,96,"Drama,Romance",7.5,29073,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20808,tt1425257,movie,True Legend,Su Qi-er,0,2010,115,"Action,Drama,History",6.4,8704,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
20809,tt14252742,movie,One Small Story,Ek Mini Katha,0,2021,134,"Comedy,Drama",7.3,2942,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20810,tt1425933,movie,Skeletons,Skeletons,0,2010,94,"Comedy,Drama,Fantasy",6.8,1981,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20811,tt1426329,movie,Lovelace,Lovelace,0,2013,93,"Biography,Drama",6.2,39918,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20812,tt1426352,movie,Amer,Amer,0,2009,90,"Horror,Thriller",6.2,6066,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
20813,tt1426361,movie,Eastern Plays,Iztochni piesi,0,2009,83,Drama,7.2,3063,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20814,tt1426362,movie,Daddy Longlegs,Go Get Some Rosemary,0,2009,100,"Comedy,Drama",6.9,2134,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20815,tt1426371,movie,Little Girl,La pivellina,0,2009,100,Drama,7.1,703,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20816,tt1426374,movie,The Wind Journeys,Los viajes del viento,0,2009,117,"Drama,Music",7.4,2343,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20817,tt1426378,movie,No One Knows About Persian Cats,Kasi az gorbehaye irani khabar nadareh,0,2009,106,"Drama,Music",7.1,7099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20818,tt1426386,movie,Lost Angels: Skid Row Is My Home,Lost Angels: Skid Row Is My Home,0,2010,77,"Documentary,News",7.4,623,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20819,tt14264844,movie,P!nk: All I Know So Far,P!nk: All I Know So Far,0,2021,99,"Biography,Documentary,Music",7.9,1703,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
20820,tt14266662,movie,Cabin,Cabin,0,2021,133,Action,10.0,554,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20821,tt1426937,movie,Neninthe,Neninthe,0,2008,126,"Action,Drama",6.9,760,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20822,tt14273718,movie,Kode Muruga,Kode Muruga,0,2021,145,Comedy,9.4,856,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20823,tt14275690,movie,Kadhanika,Kadhanika,0,2021,128,Thriller,8.7,1122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20824,tt14278088,movie,Major Dron and the Plague Doctor,Major Dron and the plague doctor,0,2021,62,"Action,Adventure,Comedy",8.5,909,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20825,tt14280066,movie,The Box,The Box,0,2021,94,"Drama,Music,Musical",8.0,3448,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
20826,tt1428453,movie,Princess,Prinsessa,0,2010,104,"Biography,Drama",6.2,1099,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20827,tt1429313,movie,Africa United,Africa United,0,2010,88,"Adventure,Comedy,Drama",6.5,1454,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20828,tt1429430,movie,Eleanor's Secret,"Kérity, la maison des contes",0,2009,80,"Adventure,Animation,Family",6.7,886,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20829,tt14296268,movie,2gether: The Movie,2gether: The Movie,0,2021,107,"Comedy,Musical,Romance",9.5,914,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
20830,tt1430096,movie,Kutty Srank: The Sailor of Hearts,Kutty Srank: The Sailor of Hearts,0,2009,127,Drama,7.0,528,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20831,tt1430110,movie,Rapt,Rapt,0,2009,125,"Drama,Thriller",6.7,2037,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20832,tt1430132,movie,The Wolverine,The Wolverine,0,2013,126,"Action,Sci-Fi",6.7,445905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20833,tt1430607,movie,Arthur Christmas,Arthur Christmas,0,2011,97,"Adventure,Animation,Comedy",7.1,54836,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20834,tt1430615,movie,Big Miracle,Big Miracle,0,2012,107,"Biography,Drama,Family",6.5,19312,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20835,tt1430619,movie,"Kiss Me, Kill Me",Kilme,0,2009,103,"Action,Adventure,Comedy",6.4,669,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20836,tt1430626,movie,The Pirates! Band of Misfits,The Pirates! In an Adventure with Scientists!,0,2012,88,"Adventure,Animation,Comedy",6.7,46732,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20837,tt1431045,movie,Deadpool,Deadpool,0,2016,108,"Action,Adventure,Comedy",8.0,957227,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20838,tt1431065,movie,Forget Me Not,Forget Me Not,0,2010,93,Romance,6.6,1961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20839,tt1431181,movie,Another Year,Another Year,0,2010,129,"Comedy,Drama",7.4,28920,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20840,tt1431223,movie,Twenty,Bist,0,2009,85,Drama,6.5,911,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20841,tt1431296,movie,Night Bus,Otobuse shab,0,2007,90,"Drama,Romance,War",6.7,570,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
20842,tt1431314,movie,The Longest Night,Shabe Yalda,0,2001,85,Drama,7.1,585,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20843,tt1431342,movie,When We Are All Sleep,Vaghti hame khaabim,0,2009,107,Drama,6.7,873,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20844,tt14315584,movie,Operation Hyacinth,Hiacynt,0,2021,112,"Crime,Drama",6.6,1334,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20845,tt14318270,movie,Louis Theroux: Shooting Joe Exotic,Louis Theroux: Shooting Joe Exotic,0,2021,89,Documentary,6.7,647,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20846,tt1432078,movie,My Girlfriend Is an Agent,Chilgeup gongmuwon,0,2009,112,"Action,Comedy,Romance",6.3,2330,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
20847,tt1433108,movie,Faster,Faster,0,2010,98,"Action,Crime,Drama",6.4,104727,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20848,tt1433322,movie,Dot,Nokta,0,2008,85,"Crime,Drama,Thriller",6.7,767,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20849,tt1433514,movie,A Boy Called Dad,A Boy Called Dad,0,2009,80,Drama,6.5,652,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20850,tt1433528,movie,Henri-Georges Clouzot's Inferno,L'enfer d'Henri-Georges Clouzot,0,2009,100,Documentary,7.5,1728,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20851,tt1433540,movie,A Town Called Panic,Panique au village,0,2009,75,"Adventure,Animation,Comedy",7.5,7988,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20852,tt1433543,movie,Passenger,Passenger,0,2009,118,"Drama,Thriller",7.3,794,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20853,tt1433810,movie,Dhobi Ghat,Dhobi Ghat,0,2010,100,Drama,7.0,12901,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
