,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,runtimeMinutes,genres,averageRating,numVotes,Action,Adult,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,Film-Noir,History,Horror,Music,Musical,Mystery,News,Romance,Sci-Fi,Short,Sport,Thriller,War,Western
7670,tt0081163,movie,The Mirror Crack'd,The Mirror Crack'd,0,1980,105,"Crime,Mystery,Thriller",6.2,7643,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
7671,tt0081165,movie,The Mystery of Oberwald,Il mistero di Oberwald,0,1980,129,"Drama,Romance",6.3,863,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7672,tt0081176,movie,My American Uncle,Mon oncle d'Amérique,0,1980,125,"Comedy,Drama,Romance",7.7,5649,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7673,tt0081182,movie,Death Watch,La mort en direct,0,1980,130,"Drama,Sci-Fi,Thriller",6.7,2927,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
7674,tt0081187,movie,The Mountain Men,The Mountain Men,0,1980,102,"Adventure,Western",6.4,2241,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7675,tt0081204,movie,Mur murs,Mur murs,0,1981,82,Documentary,7.4,719,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7676,tt0081207,movie,My Bodyguard,My Bodyguard,0,1980,96,"Comedy,Drama,Family",7.1,9196,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7677,tt0081218,movie,Navajeros,Navajeros,0,1980,95,"Crime,Drama,Thriller",6.7,581,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7678,tt0081230,movie,Night of the Juggler,Night of the Juggler,0,1980,101,"Action,Crime,Drama",6.5,817,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7679,tt0081235,movie,Nijinsky,Nijinsky,0,1980,129,"Biography,Drama,Music",6.7,735,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7680,tt0081237,movie,The Ninth Configuration,The Ninth Configuration,0,1980,118,"Comedy,Drama,Horror",6.9,7366,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7681,tt0081276,movie,On a volé la cuisse de Jupiter,On a volé la cuisse de Jupiter,0,1980,100,Comedy,6.2,881,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7682,tt0081283,movie,Ordinary People,Ordinary People,0,1980,124,Drama,7.7,49817,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7683,tt0081291,movie,Out of the Blue,Out of the Blue,0,1980,94,Drama,7.2,2643,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7684,tt0081304,movie,Parangelia!,Parangelia!,0,1980,87,"Crime,Drama",7.3,637,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7685,tt0081318,movie,City of the Living Dead,Paura nella città dei morti viventi,0,1980,93,Horror,6.3,16846,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7686,tt0081323,movie,"Pepi, Luci, Bom and Other Girls Like Mom","Pepi, Luci, Bom y otras chicas del montón",0,1980,82,Comedy,6.2,5270,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7687,tt0081331,movie,Petria's Wreath,Petrijin venac,0,1980,99,"Drama,Romance,War",8.1,682,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
7688,tt0081349,movie,A pogány madonna,A pogány madonna,0,1981,98,"Comedy,Crime",7.5,1478,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7689,tt0081363,movie,Cutting it Short,Postriziny,0,1981,93,Comedy,7.7,2335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7690,tt0081375,movie,Private Benjamin,Private Benjamin,0,1980,109,"Comedy,War",6.2,25240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7691,tt0081376,movie,The Private Eyes,The Private Eyes,0,1980,91,"Comedy,Mystery",6.7,2989,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7692,tt0081398,movie,Raging Bull,Raging Bull,0,1980,129,"Biography,Drama,Sport",8.2,337577,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7693,tt0081401,movie,Ram Balram,Ram Balram,0,1980,169,"Action,Comedy,Drama",6.3,504,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7694,tt0081414,movie,Resurrection,Resurrection,0,1980,103,"Drama,Fantasy",7.3,2909,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7696,tt0081427,movie,Ricomincio da tre,Ricomincio da tre,0,1981,110,Comedy,7.5,2379,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7697,tt0081431,movie,Rising Damp,Rising Damp,0,1980,98,"Comedy,Romance",6.4,1024,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7698,tt0081441,movie,Rude Boy,Rude Boy,0,1980,133,"Drama,Music",6.6,1111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7699,tt0081455,movie,Scanners,Scanners,0,1981,103,"Horror,Sci-Fi,Thriller",6.8,52355,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
7700,tt0081470,movie,The Sea Wolves,The Sea Wolves,0,1980,120,"Action,History,War",6.3,4441,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
7701,tt0081480,movie,Seems Like Old Times,Seems Like Old Times,0,1980,102,"Comedy,Romance",6.7,9487,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7702,tt0081485,movie,Serial,Serial,0,1980,86,Comedy,6.6,1006,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7703,tt0081491,movie,Shaan,Shaan,0,1980,181,"Action,Adventure,Crime",7.1,2715,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7704,tt0081494,movie,Return to the 36th Chamber,Shao Lin da peng da shi,0,1980,99,"Action,Comedy",7.0,3785,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7705,tt0081499,movie,The Young Master,Shi di chu ma,0,1980,105,"Action,Adventure,Comedy",7.1,7060,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7706,tt0081505,movie,The Shining,The Shining,0,1980,146,"Drama,Horror",8.4,952718,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7707,tt0081506,movie,Shogun Assassin,Shogun Assassin,0,1980,85,"Action,Adventure",7.4,10262,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7708,tt0081518,movie,Simon,Simon,0,1980,97,"Comedy,Sci-Fi",6.4,852,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7709,tt0081534,movie,Somewhere in Time,Somewhere in Time,0,1980,103,"Drama,Fantasy,Romance",7.2,28234,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7710,tt0081541,movie,The Under-Gifted,Les sous-doués,0,1980,92,Comedy,6.5,3509,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7711,tt0081546,movie,Poseban tretman,Poseban tretman,0,1980,94,"Comedy,Drama",7.2,650,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7712,tt0081547,movie,Spetters,Spetters,0,1980,120,"Drama,Romance,Sport",6.6,5269,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
7713,tt0081554,movie,Stardust Memories,Stardust Memories,0,1980,89,"Comedy,Drama",7.3,22141,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7714,tt0081562,movie,Stir Crazy,Stir Crazy,0,1980,111,"Comedy,Crime",6.8,27040,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7715,tt0081568,movie,The Stunt Man,The Stunt Man,0,1980,131,"Action,Comedy,Drama",7.1,9400,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7716,tt0081573,movie,Superman II,Superman II,0,1980,127,"Action,Adventure,Sci-Fi",6.8,103642,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7717,tt0081590,movie,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,Sällskapsresan eller Finns det svenskt kaffe på grisfesten,0,1980,107,Comedy,7.2,7731,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7718,tt0081593,movie,Taboo,Taboo,1,1980,86,"Adult,Drama",7.1,1747,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7719,tt0081606,movie,Taxi zum Klo,Taxi zum Klo,0,1980,98,"Comedy,Drama,Romance",6.5,1596,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7720,tt0081609,movie,Assassination Attempt,Tegeran-43,0,1981,150,"Action,Crime,Drama",6.7,1188,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7722,tt0081616,movie,La terrazza,La terrazza,0,1980,150,"Comedy,Drama",7.1,1480,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7723,tt0081620,movie,Theo Against the Rest of the World,Theo gegen den Rest der Welt,0,1980,106,"Comedy,Crime,Romance",6.8,676,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7724,tt0081633,movie,Time Bandits,Time Bandits,0,1981,116,"Adventure,Comedy,Fantasy",7.0,61465,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7725,tt0081635,movie,Times Square,Times Square,0,1980,111,"Drama,Music",6.7,1542,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7726,tt0081656,movie,Tribute,Tribute,0,1980,121,"Comedy,Drama",6.2,718,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7727,tt0081658,movie,Three Men to Kill,3 hommes à abattre,0,1980,93,Thriller,6.3,1616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7728,tt0081662,movie,Zigeunerweisen,Tsigoineruwaizen,0,1980,144,"Horror,Mystery",7.0,1146,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7729,tt0081672,movie,"Täältä tullaan, elämä!","Täältä tullaan, elämä!",0,1980,118,"Drama,Romance",6.8,656,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7730,tt0081678,movie,A Bad Son,Un mauvais fils,0,1980,110,Drama,7.3,1112,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7731,tt0081686,movie,Une semaine de vacances,Une semaine de vacances,0,1980,102,Drama,6.7,558,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7732,tt0081696,movie,Urban Cowboy,Urban Cowboy,0,1980,132,"Drama,Romance,Western",6.4,14332,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
7733,tt0081698,movie,Used Cars,Used Cars,0,1980,113,Comedy,6.8,14540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7735,tt0081729,movie,Le voyage en douce,Le voyage en douce,0,1980,98,"Comedy,Drama",7.6,656,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7736,tt0081730,movie,"Run, Waiter, Run!","Vrchní, prchni!",0,1981,88,Comedy,8.0,1920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7737,tt0081738,movie,The Watcher in the Woods,The Watcher in the Woods,0,1980,84,"Family,Horror,Mystery",6.3,6104,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7738,tt0081748,movie,Where the Buffalo Roam,Where the Buffalo Roam,0,1980,99,"Biography,Comedy",6.6,11658,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7739,tt0081760,movie,Windwalker,Windwalker,0,1980,108,"Adventure,Drama,Western",6.9,1076,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
7740,tt0081765,movie,Whitey,De witte,0,1980,106,Drama,6.7,664,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7741,tt0081766,movie,The Wizard of Speed and Time,The Wizard of Speed and Time,0,1988,95,"Biography,Comedy,Musical",7.1,2014,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
7742,tt0081796,movie,Borrowing Matchsticks,Za spichkami,0,1980,100,"Adventure,Comedy,History",6.9,1064,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7743,tt0081809,movie,North Sea Hijack,North Sea Hijack,0,1980,100,"Action,Adventure,Thriller",6.3,4973,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7744,tt0081881,movie,Chie the Brat,Jarinko Chie,0,1981,105,"Animation,Comedy,Family",7.1,609,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7745,tt0081964,movie,...All the Marbles,...All the Marbles,0,1981,113,"Comedy,Drama,Sport",6.4,2076,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7746,tt0081974,movie,Absence of Malice,Absence of Malice,0,1981,116,"Drama,Romance,Thriller",6.9,12947,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
7748,tt0081991,movie,Rasputin,Agoniya,0,1981,151,"Biography,Drama,History",7.1,1499,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7749,tt0082009,movie,American Pop,American Pop,0,1981,96,"Animation,Drama,History",7.2,4626,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7750,tt0082010,movie,An American Werewolf in London,An American Werewolf in London,0,1981,97,"Comedy,Horror",7.5,100768,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7751,tt0082031,movie,Arthur,Arthur,0,1981,97,"Comedy,Romance",6.9,27309,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7752,tt0082034,movie,Ace,Asso,0,1981,90,Comedy,6.5,1900,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7753,tt0082045,movie,Banana Joe,Banana Joe,0,1982,96,"Action,Comedy",6.4,7896,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7754,tt0082048,movie,El barrendero,El barrendero,0,1982,113,"Comedy,Drama",6.5,593,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7755,tt0082053,movie,A Good Marriage,Le beau mariage,0,1982,93,"Comedy,Drama,Romance",7.0,3222,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7756,tt0082054,movie,Beau-père,Beau père,0,1981,123,"Comedy,Drama,Romance",7.0,2938,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7757,tt0082073,movie,"Bianco, rosso e Verdone","Bianco, rosso e Verdone",0,1981,110,Comedy,7.4,3504,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7758,tt0082081,movie,Marianne & Juliane,Die bleierne Zeit,0,1981,106,Drama,7.4,2161,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7759,tt0082085,movie,Blow Out,Blow Out,0,1981,108,"Crime,Drama,Mystery",7.4,49480,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7760,tt0082087,movie,Der Bockerer,Der Bockerer,0,1981,104,"Drama,History",8.2,922,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7761,tt0082088,movie,Blood Wedding,Bodas de sangre,0,1981,72,"Drama,Music,Romance",7.5,1723,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
7762,tt0082089,movie,Body Heat,Body Heat,0,1981,113,"Crime,Drama,Romance",7.4,33591,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7763,tt0082095,movie,The Boat Is Full,Das Boot ist voll,0,1981,101,"Drama,War",7.1,593,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
7764,tt0082096,movie,Das Boot,Das Boot,0,1981,149,"Adventure,Drama,Thriller",8.3,241839,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7765,tt0082100,movie,The Party,La boum,0,1980,110,"Comedy,Drama,Romance",6.7,8793,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7767,tt0082111,movie,Buddy Buddy,Buddy Buddy,0,1981,96,Comedy,6.5,4661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7768,tt0082118,movie,The Burning,The Burning,0,1981,91,Horror,6.4,17721,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7769,tt0082136,movie,The Cannonball Run,The Cannonball Run,0,1981,95,"Action,Comedy,Sport",6.3,35015,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7770,tt0082153,movie,The Masked Avengers,Cha shou,0,1981,92,"Action,Drama",7.1,711,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7771,tt0082158,movie,Chariots of Fire,Chariots of Fire,0,1981,125,"Biography,Drama,Sport",7.2,57840,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7772,tt0082162,movie,Chashme Buddoor,Chashme Buddoor,0,1981,145,"Comedy,Family,Romance",8.0,2414,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7773,tt0082163,movie,Nice Dreams,Nice Dreams,0,1981,88,"Comedy,Crime",6.2,7410,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7774,tt0082173,movie,Choice of Arms,Le choix des armes,0,1981,135,"Crime,Drama",7.0,1723,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7775,tt0082175,movie,The Chosen,The Chosen,0,1981,108,Drama,7.2,1965,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7776,tt0082176,movie,Christiane F.,Christiane F. - Wir Kinder vom Bahnhof Zoo,0,1981,138,"Biography,Drama",7.6,23696,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7777,tt0082183,movie,La Chèvre,La chèvre,0,1981,90,"Adventure,Comedy,Crime",7.3,8707,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7778,tt0082186,movie,Clash of the Titans,Clash of the Titans,0,1981,118,"Action,Adventure,Family",6.9,43041,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7779,tt0082198,movie,Conan the Barbarian,Conan the Barbarian,0,1982,129,"Action,Adventure,Fantasy",6.9,143377,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7780,tt0082200,movie,Continental Divide,Continental Divide,0,1981,103,"Comedy,Romance",6.2,4979,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7781,tt0082206,movie,Coup de Torchon,Coup de torchon,0,1981,128,"Comedy,Crime,Drama",7.5,5609,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7782,tt0082210,movie,El crack,El crack,0,1981,131,"Crime,Drama,Mystery",7.4,1459,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7783,tt0082220,movie,Cutter's Way,Cutter's Way,0,1981,109,"Crime,Drama,Mystery",6.9,6141,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7784,tt0082222,movie,Man of Iron,Czlowiek z zelaza,0,1981,156,"Drama,History",7.4,3310,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7785,tt0082226,movie,D.O.A.,D.O.A.,0,1980,90,"Documentary,Music",7.3,568,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7786,tt0082230,movie,Lady of the Camelias,La storia vera della signora dalle camelie,0,1981,115,"Drama,Romance",6.9,629,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
7787,tt0082241,movie,Carnival Scenes,"De ce trag clopotele, Mitica?",0,1981,119,"Comedy,Drama",7.9,876,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7788,tt0082242,movie,Dead & Buried,Dead & Buried,0,1981,94,"Horror,Mystery",6.6,11763,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
7789,tt0082247,movie,Death Hunt,Death Hunt,0,1981,97,"Action,Adventure,Crime",7.0,7319,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7790,tt0082252,movie,The Decline of Western Civilization,The Decline of Western Civilization,0,1981,100,"Documentary,History,Music",7.6,4057,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7791,tt0082259,movie,"Deprisa, Deprisa","Deprisa, deprisa",0,1981,99,"Crime,Drama",7.0,1270,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7792,tt0082269,movie,Diva,Diva,0,1981,117,"Music,Thriller",7.2,12577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
7793,tt0082272,movie,The Strange Case of Dr. Jekyll and Miss Osbourne,Docteur Jekyll et les femmes,0,1981,91,"Horror,Sci-Fi",6.2,1075,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
7794,tt0082275,movie,Documenteur,Documenteur,0,1981,65,Drama,7.1,790,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7795,tt0082280,movie,Muddy River,Doro no kawa,0,1981,105,Drama,7.8,847,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7796,tt0082288,movie,Dragonslayer,Dragonslayer,0,1981,108,"Action,Adventure,Fantasy",6.7,17421,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7797,tt0082300,movie,Duelul,Duelul,0,1981,105,Thriller,7.5,556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7798,tt0082307,movie,The Beyond,...E tu vivrai nel terrore! L'aldilà,0,1981,87,Horror,6.8,21814,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7799,tt0082309,movie,Deep Water,Eaux profondes,0,1981,94,"Crime,Drama",6.7,791,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7800,tt0082313,movie,Why Not?,Eijanaika,0,1981,151,Drama,6.9,563,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7801,tt0082314,movie,Ek Duuje Ke Liye,Ek Duuje Ke Liye,0,1981,167,"Drama,Musical,Romance",7.5,1132,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
7802,tt0082317,movie,They Don't Wear Black Tie,Eles Não Usam Black-Tie,0,1981,120,Drama,8.2,1419,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7803,tt0082318,movie,Rat-Trap,Elippathayam,0,1982,121,Drama,7.5,508,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7804,tt0082320,movie,Elvis Gratton,Elvis Gratton,0,1981,100,"Comedy,Music",7.1,632,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7805,tt0082334,movie,The Entity,The Entity,0,1982,125,"Drama,Horror",6.7,15918,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7806,tt0082340,movie,Escape from New York,Escape from New York,0,1981,99,"Action,Adventure,Sci-Fi",7.2,135342,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
7807,tt0082342,movie,"Espion, lève-toi","Espion, lève-toi",0,1982,98,"Drama,Thriller",6.6,915,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7808,tt0082343,movie,I Love You,Eu Te Amo,0,1981,110,Drama,6.3,606,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
